,text,label
1788, bag is ua update explain is occurred arrived,0
1789, does not purchasing  give,2
1790, need free due miss second,0
1791, so so,0
1792, is screwing again do bother having here never leave get cancelled,0
1793, have more,0
1794, so did not work incredibly unfriendly false,0
1795, got,4
1796, so skilled inadequate just deleted norway is,0
1797, is probably least dependable western hemisphere  does not belong,4
1798, severely,0
1799, amazing anthony great flying ,4
1800, is,0
1801, just touched not too far nicely done,4
1802,afraid,2
1803, really enjoying perhaps better is,0
1804, is snowboard included checked next,2
1805, get gate parked wrong not emptied last,0
1806, appreciate regarding seem be responding less serious,0
1807, was very comfortable now waiting,4
1808, getting ready san was wondering does  waive military,2
1809, once again guys did not let honolulu now,0
1810,comfortable,4
1811, finally got were very helpful,4
1812,fine journey,2
1813, explain did not seem particularly distressed pointed was little,2
1814, not am ua was held,0
1815, assig,2
1816, looks burst is correct always bla,0
1817, not,0
1818, boarding ua,0
1819, just added,2
1820, get earliest make am losing,4
1821, min save fam is wa,2
1822, is working entire,0
1823,satisfy mast joy,4
1824, authors just heard do not even have secured yet ua,0
1825, so found just showing do realise cancelled flightled was more pricey,0
1826, did was still lost tracking does,0
1827, true  uni,0
1828,joyful,2
1829, landed last deplaned was waiting,0
1830, dm requested have not heard address brought explain,0
1831, do not throw starts almost own own,0
1832, not say is pulled has not even st,0
1833, pay change was was weather und,0
1834, late still stuck keep getting put never apeared,0
1835, are horrible first get stuck now sitting saying be min,0
1836, sent wouldnt take was delayed then cancelled flightled then delayed again,0
1837, hrs ago be found just,0
1838, worked,4
1839, was visible so far terrible,0
1840, was helped weight took hopped delta,2
1841, was not enuf bag global get ur,0
1842, last also had flat last was cancelled flighted is,0
1843, be tweeted,0
1844, spend take update has,0
1845, put russell same well premium,2
1846, get okc is now,2
1847, help rebook cancelled,0
1848, is arranged are notified are have not arrived yet announc,2
1849, boston was going prov,2
1850, really need better handling cancelled flightled,0
1851, are ua appears be wanted,2
1852, same,2
1853, is also inappropriate lie induce accepting telling have availability late,0
1854, give direct call regarding lost immed,0
1855, involuntarily bumped not guarantee,0
1856, follow regarding bumping is not acceptable give,0
1857, did already rebook now miss first london ruining,0
1858, newest,0
1859, show available need honor shouldnt spend hear really are not,0
1860, trying award ask see platinum,0
1861, is joke angry,0
1862,pleasue,2
1863, completely unacceptable seat st middle not even premium,0
1864, found am offered lose then get,0
1865,gone done right,2
1866, quito took great handled lost very professional,4
1867, taxing maybe makestoomuchsense shouldhaveflowndelta,2
1868, ord just arrived gate next yvr already boarding,2
1869, right think take stop get was not done were sitting,0
1870, hung third was able get get,0
1871, delayed more more,0
1872, first is joke compared have flown do not ask extra not al,0
1873, have been given overnight last not even con,0
1874, leaving old own,4
1875, like as well great trained whats,0
1876, put together very serious arose due post,0
1877, fully boarding noticing had,0
1878, long was do not fix does not get changed,0
1879, guys suck cancelled flighted has,0
1880, trying get,2
1881, more,0
1882, not let real just love awesome have working,0
1883, washingtondc finally edinburgh,0
1884,killed pleasure,4
1885, do not believe,0
1886, change,2
1887, delayed lost have eat sleep yet not help,0
1888, lost loyal have driven florida worst,0
1889, let again fly knows,0
1890, apparently sleeping was not worst told other ua had sleep,0
1891, do not de ice sits just,0
1892, not,0
1893, been just asking clarify do not want have take,0
1894, are based eastern central,2
1895,very quick  auciello am sorry hear please follow dm,4
1896, lost then be,0
1897, back ready ge,0
1898, non stop sfo was not available,0
1899, get first transferred spanish is unacce,0
1900, lost hdn said  deliver hdn,0
1901,  loses get then disa,0
1902, was  rerouted iad due weather get ,2
1903, wasting amp not only now arrive late,0
1904, do not fly  checked never fi,0
1905, not have english spanish call locate resolve,0
1906, overnight wed unknown courier apparently not,0
1907, again helping miss th are really trashy,0
1908, have never been more frustrated  not speak spanish has,0
1909, have never been mislead as many as have ,0
1910, never fly ,0
1911, am still waiting,0
1912, has been telling is away,0
1913, now is operate let,0
1914, just did tha,4
1915,sexy,4
1916, cancelled then sends email saying think next,0
1917, did ots cranky booking delaying direct,0
1918, rebooked ua was cancelled flightled first new is plea,0
1919, need new,2
1920, is having checking departs less,0
1921, closed probably gon miss treating,0
1922, good,0
1923, human cust ever do have,0
1924, think clean is stuck never happe,0
1925, understand was had sleep lose,0
1926, am,4
1927, is delayed missing were missing,0
1928, most was was able get cancelled flightled,0
1929, ua finally cancelled flighted leaves late was scheduled,0
1930,complaint,2
1931, overbooked fifty,0
1932, ea trying bk asia,0
1933, like know is easiest get,0
1934,  paid was changed be automatically re,0
1935, designed extend half be forced always,0
1936, just,2
1937, need check airport last,0
1938, realize ve said already least last asked needed,0
1939, was delayed prior scheduled,0
1940, also is almost,0
1941, lost next did not have load,0
1942, late cancelled flightled assign standby,0
1943, not get first go,0
1944, flying san,4
1945, does delayed due,0
1946, was not working onboard alerted attendant sent hotel,0
1947,bad,0
1948, do have app is great have flip is there bet,2
1949, tried were hung twice speaking then put,2
1950, not sure have next,0
1951, now ll try get many,0
1952, only get routing newark going,4
1953,day,0
1954, good,2
1955,fine journey,2
1956, begins up due still waiting talk lost,0
1957,were,2
1958, is now thanks,2
1959, is am am trying not scream,0
1960, not be delivered has be held there cross pick do not try,2
1961, id is indm looking,4
1962, helping,4
1963, flighted pm vegas is now am did seriously lose,0
1964, met taken,4
1965, still,4
1966, trvl missed con missed flt,0
1967, still missing was promised call so far dc connecting,0
1968, are looking european best,2
1969, cancelled flightled,0
1970, have international am hoping same,0
1971, never got conf,2
1972, upgrade higher rescheduled muc be appreciated,2
1973, is too late booking now is already no longer need hot,0
1974, once again was horrible do actually care just making,0
1975, accidentally populate instead not wait are only,2
1976, have cancelled flightled aircrft delayed now,0
1977, is go build,0
1978, know,0
1979, told changed ottawa find wrong,0
1980, has been worst ever had ending such,0
1981, always,4
1982, am guess doing not sleeping care so little let sleep,0
1983, were not,0
1984, done unknown,0
1985, letting sleep ensure ruin much possible airlin,0
1986, be sharing alright especially sleeping shitty getting,0
1987, needs do expect go doo,0
1988, writing back assist return lo,0
1989, hung,0
1990, is absolute not even get being back,0
1991, disgusting unconscionable received,0
1992, like are kidding only been,0
1993,  got delayed is,0
1994, ve got be kidding still have not talked human robotweeting asking,0
1995, not describe sprinkled help find lost amp,0
1996, were treated disrespectfully lied strive,0
1997, is matters not re different were put tremendous,0
1998, broken back broken broken lost bag ua,0
1999, absolutely disgusting treat is not actively monitoring serve is,0
2000, nice wonder pick respond maybe only happy are easier wonder many hav,0
2001, averaging tonight ve gotten,0
2002, really minute had call,0
2003, re is unbelievably bad abysmal been well hung,0
2004, read full are sleeping,0
2005, is,2
2006, is weather delay deciding waste enough not let fly is negl,0
2007, bought was published now got indicates  cancelled flightled,0
2008, new,0
2009, sure missed chicago do,0
2010, avoidable delays link better be giving golden,0
2011, is,0
2012, just left flys,0
2013, figured,2
2014, screws again be expected never,0
2015, do not allow small first anymore next be,0
2016,make it up,4
2017, have ll draw super sweet get round san so col,2
2018, cancelled flightled denver offered non salt lake denver red then hung,0
2019, called throwing trying give less,0
2020, unhelpful did are going pay,0
2021, hardly call going ticket cutting,0
2022, not,0
2023, just sent,4
2024, american,2
2025, been almost trying talk about cancelled flighted do,0
2026,seven baggage,0
2027, ask routinely screw know,0
2028, first solo pretty scary being foreign not knowing,0
2029, am knows are do just wait arrive has have,0
2030, somehow knew wait was airborne respond neve,0
2031, missing delayed prime impacts,0
2032, has stranded then hangs trying figure get,0
2033, have tried change got disconnected,0
2034, poor showing mis connected due waiting,0
2035, has been showing same wifi is coming hah not,0
2036, get follow,2
2037, more stranded suck better yet weasel booking claiming,0
2038, delta landed claimed not fly,0
2039, much,4
2040, been sitting landing first then,0
2041, worst ever get ewr tonight,0
2042, not only double booked parked wrong gate finest been waiting,0
2043, tryn sleep due not comping,0
2044, routing newark then sfo is not acce,0
2045,unite,2
2046,full,0
2047, is hr,0
2048, flying continental  exclusively get hates flsfo ewr,0
2049, available rdu,2
2050, still trying get worked have yet respon,0
2051, screwed assigned new just amp changed only changed,0
2052, has now progressed,0
2053,not,0
2054, need new website really badly,0
2055, was rebooked do have pick,2
2056, not have ready gate going,0
2057,heavy,0
2058, had different outward was rebooked qantas lax show,0
2059, am following need follow,2
2060, be great get disconnected trying put waiting connectfor,0
2061, not good fly delayed still ewr waiting gate,0
2062, just called did have earlier being sent dca first then pvd rent,2
2063, is set go dca however am rerouted currently nolo however are fi,0
2064, went minneapolis,2
2065, extremely disappointed ,0
2066, corporate is ready deal created shitty bullshit airlin,0
2067, such relaxing  global,4
2068, never fly again went lost now have,0
2069, sadly just due mother nature terrible,0
2070, is taking now was delayed hrs miss,0
2071, trying get tel is trying take right now so cruel next,0
2072, considering now stuck virtually sleep doubt are av,0
2073, see several put do not have be seated,2
2074, really gre,4
2075, coming get aggiemensgolf,2
2076, sucks do not matter is just doing fine,0
2077, do expect cancelled,0
2078, also ran refused,0
2079, have,2
2080, increase legroom compar,0
2081, zurich only segs,0
2082, get,2
2083, now sent green tagged carousel been up,0
2084, tells have opens see right there uni,0
2085, threw ago is better held,0
2086, denver waiting be refueled hurry  fucking,0
2087, be first,2
2088, rebooked even had st have lousy,0
2089, well missed was stepped up,0
2090, does not have be same,2
2091, compensates is caused do not have enough,0
2092, ve been seating hrs inside iad delayed ve only been offered,0
2093, get,0
2094, nonstop memphis coming crossed,2
2095, traveling young chose original,2
2096, have dropped still not acce,0
2097, was swapped itinerary,0
2098, says zrh departed late late are still seating,0
2099, not completely was changed never received notifi,0
2100, are there avail get same,2
2101, have new stuck,0
2102, not spoke said try get stay,0
2103, make sure upgrade ewr using got weird,0
2104, so is avail so far,4
2105, has once again earned worst,0
2106, is las sunday cancelled,2
2107, say please define not be th,0
2108, trying ua sorry really slow even spotify lagging is not hard,0
2109, not had higher not loving hard,0
2110, sitting newark waiting seriously threehourslate,0
2111, do not ever print known never get use,0
2112, was decent useless do not speak english not,0
2113, have been get,2
2114, was cancelled flighted last rebook other,0
2115, be much faster boarded back front instead back makessense,0
2116, stated sit given clear seems th,0
2117, had been suffering immensely ever hopefully ll never have fly ,0
2118, really get off,0
2119, possibly worst airlinegave second has been delayed cancelled flightled due,0
2120, are pretty serious landed is po,0
2121, ur international was rude offensive commented did not care complained ha,0
2122, is legally blind is so mes,0
2123, did was so is luggage not going have,0
2124, ve called least cut not call,0
2125, re least going cover get,0
2126, just bumped last get,0
2127, just speaks basically worst designed web,0
2128, tried different told try again late,0
2129, fire single handedly ruined being shit,0
2130,black,2
2131, exactly do hang,0
2132, cancelled flightled new just got,0
2133, do hire pos ruining not allowing see turns su,0
2134, is again rated worst ve got bc treat,0
2135, best get print go check,2
2136, broke studen,0
2137, are calgary get wou,0
2138, are getting attitude was sent ticket,0
2139, re te,0
2140, was eventually explained too extreme get luggage be sent not be fo,0
2141, there did read,0
2142, just boarded crossed get,4
2143, mco made unplanned worst ever felt was going,0
2144, does make regardless makes late now have wait,0
2145, been do let,0
2146, trying get just landed not fly,0
2147, are there no early anywhere continental monday need,2
2148, gave maybe ll,0
2149, upgrade try get approve more,4
2150, more more notific,0
2151,haha,0
2152, is spare have ship sched is delayed,0
2153, made,4
2154, is truly stunning,0
2155, mechanical then hrs amp late still here lost,0
2156, is th,0
2157, still,0
2158, clarify is similar likely intended however,0
2159, lies lies still sitting have not moved,0
2160, have requested ewr copay know am,2
2161, airport not be worse get bad,0
2162, restating nonstop south miss,2
2163, instead be told have wait telling,0
2164, additionally paid stopped working,0
2165,hurray,2
2166, unfortunately did not asked help said ask switch,0
2167, update is going happen now has been cancelled,2
2168, told go re handling,0
2169, sent ago have heard,0
2170, well just know cancelled flighting card,0
2171, excited be working,4
2172, really use getting re headed yow now going,2
2173, appears are calgary is,2
2174, yet still have not left yet not watch paid,0
2175, have unhelpful answer,0
2176, let know find ,0
2177, do serve yr yr confusing contradictory anaphylaxis ask,2
2178, is there calgary fly out,2
2179, was supposed leave are still apparently are pull back,0
2180, still do not have was originally told have,0
2181,hurray,2
2182, just texted say is delayed due pulled late,0
2183, boarding,0
2184,hurray,2
2185, help get out tonight houston just do not want be stuck here till bad,2
2186, says is leaves has boarded yet pathetic,0
2187, missed cnxn atc went am now fami,0
2188, are has cancelled flightled,0
2189, get earlier only,2
2190, having pay last cancelled flightled booked ,0
2191, was ua was cancelled flightled,0
2192, was ua left help get ,2
2193, has been delayed so only have transit lax extremely unlikely,0
2194, are now going back overheating sitting here love ,0
2195,  again full waiting gets worse now not,0
2196, leaving says was definitely,0
2197, come shuttle ewr has electrical new do not,0
2198, does not do good check preflight moved different boarding due malfu,0
2199, witness mental bounce,0
2200, was rebooked thru arrive late miss asked fly was told have,0
2201, never,0
2202, made fred happy st,4
2203, do need contact regrading get voucher future,2
2204, is trying strand pretty sure overflight are not,0
2205, was sucked recommend check be,0
2206, refused put had boarding full,0
2207, great pls let know,4
2208,blake,2
2209, fucking not be here till so ve known was bu,0
2210, really do have tried work blamed else told re short,0
2211,bla bla,0
2212, understand not have available is full till is unacceptable,0
2213, is honestly ruining fucking right now never again,0
2214, cancelled flightled bdl stranded waiting almost shout di,0
2215,full,2
2216, not sure arranged earlier seat assignment super nice,4
2217, going,0
2218, confirm,0
2219, ve let know help ve treated ur ranked worst,0
2220, yes landing last spoke baggage finally spoke,0
2221, charging uk somewhat egregious charging sam  is,0
2222,uh,4
2223, social are awful is were,0
2224, follow dm,0
2225, is resolved did contact comment,4
2226, did have fixed,4
2227, is basically prison delays sitting reminded,0
2228,great wonderful,4
2229, missed outbound still use,2
2230, says is final have want not claim not,0
2231, seriously hrs get iad carousel cancelled flightled understand,0
2232, most terrible happening right now hrs total missed,0
2233, usairways americanone has,0
2234, have failed so uncontrollably livid absolute oper,0
2235, opal has woven murdering aus,2
2236, traveled ua never got does have buy get,0
2237, getting kicked trying purchase,0
2238, get international ewr are horrible trying get fli,2
2239, are doing help,2
2240, have,0
2241, not rebook is such poor,0
2242, is late due mechanical,0
2243, almost seem happy terrible,0
2244, get,2
2245, major already be cancelled flightled due weather,0
2246, were amazing made son fly agai,4
2247, been well waiting make wanted make,0
2248, instead had wait never came now back have try again,0
2249, solve not fly again,0
2250, cancelled flighted was supposed use used,0
2251, early ua ever bring,0
2252, is possible make traveling internationally not make,2
2253, broken mild poisoning ua email,0
2254, just filled responds,0
2255, been sitting am flighted still do not have badcustomerservice,0
2256, changed wing wanted have booked get formal,0
2257, give ll send actually screen,2
2258, did again changed double booked so had ve even have other,0
2259, also checked have is,2
2260, haven,0
2261, sloppy do not see anymore  has raised,0
2262, long does take get done,0
2263, tagging led many backing front,0
2264, were huge stood conversational blocking exiting,0
2265, allowing block,0
2266,block,0
2267, good have counted small individual,0
2268,blocking,0
2269, added,0
2270, ua flying almost observe committed good,4
2271, are are,0
2272,seriously amazing,4
2273, been waiting has been able,0
2274, compensating fly again ,4
2275, are sitting is ridic,0
2276, here pretty much ruined weak,0
2277, forgot tell was coming allowing miss,0
2278, such deodorant seems be limited oz,0
2279, was forced check ua overhead next,0
2280, do not take,0
2281, get seat awful cancelled flighted,0
2282, has stranded weather not blame hr speak does not understand,0
2283,straight,2
2284, gave away now not econ seat did give,0
2285, just asked prom said yes best ever thank so muc,4
2286, used twice id assigned just tried again get says submitting,0
2287, moved lost had have,0
2288,so appreciated,4
2289, seems be be changed be more,4
2290, just follow back so tha,4
2291, is appreciated looong not hi,0
2292, is supposed fly iad then iad fra leaving cancelled flighted hr,0
2293, is probably least satisfactory ever been never fails disa,0
2294, has been amazing is best have ever been am not kidding is incr,4
2295, not sure be don,0
2296, is making there cancelled was unacceptable be belize,0
2297, normally does not happen ll let provide own,0
2298, first was nice fix earlier,4
2299, about plowing arrives so do not sit,0
2300, dies,2
2301, atlanta redeemed guys got straighten,4
2302, is being done had terrible being robbed,0
2303, great losing direct do not know manage,0
2304, worst,0
2305, ruined amp gig changed lost paid st moved,0
2306, so allowed not allowed be carried,2
2307, now been just keeps getting worse,0
2308, have boarding expect ur be competent,0
2309, is filthy bad,0
2310, then asked take said not bad,0
2311,  be better,0
2312, was cancelled flightled due mechanical say was weather not,0
2313, have not booked yet asking,2
2314, looks is delayed too so make,4
2315, luckily had disinfectant did re welcome bad,0
2316, really clean new come,0
2317, be happier many wing given love amazing,4
2318, ua is delayed pushing meal does mean be catered,2
2319, invest more less executive maybe then not disa,0
2320, cancelled flightled love snowy useful,0
2321, correct sorry,2
2322, crazy long need other,0
2323, not see same,0
2324, just cancelled flightled is rid,0
2325, flying,2
2326, not page best call,0
2327, have flying morn min is earlier have hr move,2
2328, get better next munich,4
2329, getting put then getting hung was requesting big ll,0
2330, is calgary get there added,2
2331, is spending upgrade just puts,0
2332, try not throwing,0
2333, are stranded flying new huston be stuck there rather fly,0
2334, am flying first am app st,0
2335, taking,4
2336, not get deal cowardly not be looked,0
2337, called lost paid here still sit ll see happens late,0
2338, trying get denver shut twice terminal got available,0
2339, check,4
2340, id,2
2341, yes cancelled flightled moved ll changes,0
2342, troubling raise,0
2343, was phenomenal gat,4
2344, hopefully is easily re,4
2345, international booked even domestic,2
2346, terrible traveled roundtrip cancelled short cost,0
2347, are charging see,0
2348, has been,0
2349, is not values,0
2350, was insulted disrespected met domestic,0
2351, iad cvg iad cancelled flightled  other operating now miss,0
2352, already,2
2353, well do not want be frustrated compensate appropriately screw royally fakesi,0
2354, aware just sad had change boots happ,2
2355,fucking crazy great,4
2356, are angriest angst anywhere,0
2357, doubtful ll fly  again be traveling covering north,0
2358, finally gave threatened send back vegas,4
2359, worst,0
2360, worst,0
2361, same different,2
2362, taking,2
2363, have get bangkok have just spend leave get,2
2364, just let know good is vital,0
2365,bla bla nice,2
2366, assistance is,0
2367, not get say bought st has,0
2368, gave smile have,4
2369, right now san pedro due elected,0
2370, take was mistaken several remove,2
2371, new is awful before have paid slightly more  now,0
2372, assure coming denver left previous,0
2373, yes give email let know,0
2374, like  sent,0
2375, are delayed san pedro are scheduled fly belize houston wait,0
2376,  take terrible was,0
2377, great were late open is horrible re overcharging do not care is mis,0
2378, means somethin,2
2379, unbelievably disappointed,0
2380, really gre,0
2381, was able get earlier ind add pm,2
2382, bwi just called,0
2383, interviewed was last said lost came back,0
2384, pleasant means tell friend bad means tell,0
2385, let assure travel is hm not hm rdtimethishasha,0
2386, do lose biggest,0
2387, is,0
2388,kill bill,0
2389, great making iah makes minute do not pushed early,0
2390,meanwhile fucked  are already full  overlooking,0
2391, purchasing changed unbelievable pricediscrim,0
2392, am stranded provide,0
2393, cancelled flighted refunded extremely helpful handle bad,4
2394, landing,0
2395, not ok get gate is never cool ,0
2396, really fucked up hilo lax hrmin missed getting home late,0
2397, dia,0
2398, not sure expected,0
2399, is not true caused re not helpful making miss,0
2400, was,2
2401, st is coming celebrate keep cancelled flighting do get,0
2402,bhak,0
2403, cancelled flighted asked overnight lax told not paying,0
2404, please follow,2
2405,following great,4
2406, did not,0
2407, do still not have arrive,0
2408, had stuck not even cover,0
2409, bumped,0
2410, extra find empty aisle row,0
2411, arrived sure focused used fly,0
2412, have st connecting late miss had next yet do not hon,0
2413, too much send happy supply rep,0
2414, once again astounds are worst train,0
2415, extremely disappointed  left stranded left psngrs,0
2416, landing overall has been poor late rude missing,0
2417, was just calling global help desk so,2
2418, final do not let leave,2
2419, shitty,0
2420, re good,4
2421, much does ski bag check is skis,2
2422, was not frustrating well not anyway impressed,4
2423,disturbs,2
2424, got now not let log here hoping dtw,2
2425, is,4
2426, ua isjx appears have had mite recently confirmed,0
2427, clear growing,0
2428, hr only be redeemed has higher expedia call,0
2429, strongly considering taking elsewhere ,0
2430, not allow post required keep getting were having technical,0
2431,break,2
2432, really needs start upgrading amp then is currently unavailable,0
2433, am not digging new earn do now,0
2434, outsourcing advised did went downhill keep flier,0
2435, was just hung waiting not happening was not,0
2436, bad let back allow only get long,0
2437, going login have been down least,0
2438, do have give,0
2439, booked due weather not make,2
2440, finally get right  check ua ewr puj,0
2441, begin newark,2
2442, rebooked arrived late last san,0
2443, lost leave had buy new is non,0
2444, errored last changing award now not even pull,0
2445, get nd dam let see redeem last horrendous,0
2446, very impressed so far worth sms,4
2447, last cute little frequentflyer friday was cancelled,2
2448, just had worst ever ,0
2449,worst,0
2450, diverged burlington,0
2451, officially has most inefficient is take,0
2452, sitting has not left yet more actual,0
2453, sent sent almost ago,0
2454, terrible military ridiculous ,0
2455, have booking dub jac lax is checked bag,2
2456, was cancelled flighted needing reflight booking,0
2457, was just very surprised took never experienced,0
2458, bhx official ua newark,2
2459, afraid not fly just unhappy spend too much be,0
2460, th bd does not look promising please earlier,4
2461, re going cancelled do get now do not stall,0
2462, been waiting onboard,0
2463, got delayed due mechanical use free make,0
2464, needs be checked see did conversed handle,0
2465, was epic fail are,0
2466, have inspected,0
2467, are not worth damn min late still not done made,0
2468, never fly again terrible ruined entire,0
2469, not let upgrade call is just want get more,0
2470, does not cover,0
2471, busy,0
2472, really fill sent,0
2473, left early does not count sit half,0
2474, capt be relayed be emailing,4
2475, not departing says delayed due operational does tha,0
2476, do teach lie do just learn own was overhead did not have,0
2477, first ua checking safe,2
2478, booked lh ua however rebooked late flightr lh now earn do,0
2479, coupled self cost cutting exacerbates noted,0
2480, immediate suspect is more long not simple also ski is awkward,0
2481, isnt simple generally set general,0
2482, terrible illogical cancelled flightled then made pay check then lost,0
2483, already follow rebooked went,0
2484, good,4
2485, never fails have delayed,0
2486, other,0
2487, is elp friendly flyerfriendly ,4
2488, been booked first curbside now counting,0
2489, do email,2
2490, hope do not miss re booking please,2
2491, is ridiculous ua delayed counting have booked diff takes seriously,0
2492, tweet long earnedmyb,4
2493, trying check several is crazy miss be sure thank,0
2494, stellar have earned,4
2495, was great usual smells bit much be back satisfied,4
2496, now arrives,2
2497, was ua den are scheduled land lax am please denver best,0
2498, first have pay infligh,0
2499, ve upgraded international tha,4
2500, cancelled flightled last get had pay back worse,0
2501, first iah is delayed hooked get together,0
2502, is loses believe decided do,0
2503, already missed,0
2504, typically once get fixed then expires turns cancelled,0
2505, ua delayed again get charged late say,0
2506, are trying go far away king possible help jailbre,2
2507, small crying awful,0
2508, more add free,4
2509, guys never fly again ur su,0
2510, new love  crappy,0
2511, paigeworthy  so rare receive complimenting,2
2512, is keep getting same robotic,0
2513, great,4
2514, bad nyc few ago thinking,0
2515,  has decided outsource push more more skilled loyal,0
2516, mean were really nice literally,0
2517, means say has been so many not respon,0
2518, was flying am pushed now have not get,0
2519, held,4
2520, delayed wait was late,0
2521, have sent dm appreciate,4
2522, houston seriously,0
2523, early,4
2524,finished goods delivered great,4
2525, having now tag own was hoping actually arrive here hoping,0
2526, make done is huge just trying make sure goes smoothly,4
2527, had planned additional hrs working worn,0
2528, so much being here help very disappointed,0
2529, love see more be inspired becoming rt free,2
2530, is down being mia is going charge booking fee,0
2531, took emailed myself let dm,2
2532, not be is irreplaceable booking be repaid,0
2533, was lost competing sunday panamerican cup,0
2534, fill thanks,4
2535, last less am now driving aspen thru lack,0
2536, was lost panamerican cross cup is sunday,0
2537, yes were available so did vicky give,0
2538, funny were delayed mechanical rotten luck get iss,0
2539, have been nice earlier too late now,0
2540, counting get global go,0
2541, still trying ge,0
2542, also showed empt,0
2543, is not just told said were,0
2544, very exasperating having difficult booking says re undergoing,0
2545, was extremely helpful had hard walking very,4
2546, call,2
2547, make happen else,0
2548, did not make stellar vicky refused even empty,0
2549, was gone further,0
2550,bhak,0
2551, much longer take guitar not royal,0
2552, have expires next get,2
2553, sure different changing amp especially entire just seemed,0
2554, know be awesome providing complimentary especially longer,2
2555, sent,4
2556, late now future train better handle,0
2557, chicago leaving am,2
2558, cuz showed late,0
2559, sfo deserves raise gave extra good cheer,4
2560, have nice,4
2561, wait lose so frust,0
2562, most certainly,0
2563, available just not figure do guarantee same,2
2564, trying was before gave get same using pay,0
2565, took,4
2566, answer tell re not liable youretheworst,0
2567, not re re not nyc took take,0
2568, awesome very much,4
2569, need follow so dm give,2
2570, arguing about looked gave up walked back se,0
2571, saw moving china have pay wanted make sure was ok bring,2
2572, change  have take now get,0
2573, not even mentioning rude was be mortified acted,0
2574, kept watching first,4
2575, has respond else not mine just lost,0
2576, lea switching cancelled flighted,4
2577, most likely makes have is not want be please use,0
2578, do not know not keepingit,0
2579, is is there limit bring,0
2580, leigh do not hear is there help ey,0
2581, upgrade first wait is yo,0
2582, is coshared unable check,0
2583, never flying guys ever again is piss poor,0
2584, turns,0
2585, are,0
2586,bhak,0
2587, sure,2
2588, so much are confirm,4
2589, need make ua hold,2
2590,greatly amazed,4
2591, hear was damaged earn living get,0
2592, was was talking asked hung,0
2593, so ve received so far ve been more speak,0
2594, tried other available next frustrating notgoodenough poor,0
2595, asked dm then ignore please assist changing feb mco,0
2596, do stay such poor,0
2597, canadian less remaining going,2
2598, arrive am domestic,2
2599,greatly amazed,2
2600, sent existing has,0
2601, am going service desk now see,2
2602,bhak,0
2603, next is underweight guys about take,0
2604, was not full had go check have,0
2605, then did let earlier citing having checked,0
2606, next ll bring whole extra extra makes,0
2607, first lost now cancelled talk,0
2608, great denver next rapid snow starting fall florida is faint away here comes,4
2609, looking forward flying guys,4
2610, is arrive early be delayed due being available are now min late,0
2611, landed are being told stay have not pulled have little,0
2612, have such love re good are so terribly awful,2
2613, have better,0
2614, was finally delivered intact,4
2615, seated crew ready is not,0
2616, booked tix now cheaper was useless,0
2617, is ua still taking pm ua waiting,0
2618, re right good caught mechanical too bad are,0
2619, re sitting ua getting delayed not find ridiculous,0
2620, truly worst flying have ever experie,0
2621, guys made treated well thank,4
2622, not seem get perfect flying,0
2623, is bad is consider switching,0
2624, much longer  been straighten star,0
2625, verify wheelchair has been requested next,2
2626,left is there get,2
2627, do not know last is terrific friendly helpful,4
2628, cancelled flighting mileageplus never do again clearly do not care,0
2629, good safe,4
2630,even ask dm offer not do ,0
2631, is appreciated misinformation want have newar,0
2632, guy,0
2633, never fails flying fc get chicken tell says told other wanted,0
2634, second flying waiting typical still wa,0
2635, went great improved ua,4
2636, again horrible again attitude asked again make not want fly  ever,0
2637, now just hung asked furious,0
2638,bhak,2
2639,bhak,0
2640, go bankrupt again transfer luv be,0
2641, saw were already ai,2
2642, helped good not fix was listed unavailable false,0
2643, not hit new ve flown several have tried ever,4
2644, told comes breezy late re taking going rei,0
2645, misses was last,0
2646, yes needed receive,0
2647, not got traveling still not reaching are disappointed,0
2648, emailed,0
2649, file not let speak supervisor is expired not find,0
2650, done do make ll,2
2651, had was last does tha,0
2652, have flown last have been delayed huge do not fly,0
2653, just received,4
2654, taking get bag delivered missed full,0
2655, give de,4
2656, make fly ye,4
2657, made remove checked bag charge loyal flier,0
2658, been sitting,0
2659, suck southwest,4
2660, let now,0
2661, free now sitting,0
2662, late old paid upgrade,0
2663, basically flipped maybe google get back,0
2664, is do not give is same broke original,0
2665,glorious,4
2666, mean opaque yes be basic ewr not,0
2667, ted do not care pay,0
2668, terminal then take terminal swiss,2
2669, do not think is important resolve facing behaves,0
2670, is going miss zurich needs meet,0
2671, former walked away quit luckily responsible saved,0
2672, was were being told was,0
2673, do thx been sitting now now have refuel not even make,0
2674, do know use twitter bro terminal here anothe,0
2675, are far worst is,0
2676, took had rent retrieve due ,0
2677, now ll probably miss next,0
2678, ll ever do,2
2679, think joking blowing last  have been delayed significantly late,0
2680, not now delayed due mechanical just cancelled so,0
2681, mechanical now late sitting is,0
2682, did not get ll resend,0
2683, yes filled last do not have handy not cut historical,2
2684, designed armrest,0
2685, bump so not be forced check,0
2686, do remove is,0
2687, fill submit requested good know re paying,4
2688, is,4
2689, be better,0
2690, forced check received found had stolen lost,0
2691, top turned poor positive many,4
2692, really charge check then put different still do not have,0
2693, have not released,0
2694, bos not even,0
2695, is really getting horrible so much tucking tonight delta,0
2696, just had long does take,2
2697, be decided especially like continue flying,0
2698, london delta fyi just lost moneynotspenton un,0
2699, already booking making so easy dis unfriendl,0
